Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3776,26949,2009/8/15,Critical,48,460.69,0.06,Regular Air,-103.48,9.48,7.29,Aaron Hawkins,Quebec,Quebec,Home Office,Furniture,Office Furnishings,DAX Two-Tone Rosewood/Black Document Frame-- Desktop-- 5 x 7,Small Pack,0.45,2009/8/17
4241,30150,2010/10/4,Critical,30,443.46,0.06,Regular Air,193.12,15.57,1.39,Aaron Hawkins,Quebec,Quebec,Home Office,Office Supplies,Envelopes,Park Ridge? Embossed Executive Business Envelopes,Small Box,0.38,2010/10/5
5328,37863,2011/2/24,High,27,305.05,0.04,Regular Air,23.12,10.98,3.37,Aaron Hawkins,Ontario,Ontario,Home Office,Office Supplies,Scissors-- Rulers and Trimmers,Fiskars? Softgrip Scissors,Small Pack,0.57,2011/2/26
1483,10662,2011/5/12,Low,45,283.13,0.08,Regular Air,-141.26,6.48,6.81,Aaron Hawkins,Yukon,Yukon,Home Office,Office Supplies,Paper,Xerox 1930,Small Box,0.36,2011/5/21
2228,16102,2009/12/13,Not Specified,25,13255.93,0.02,Delivery Truck,4089.27,500.98,26,Aaron Hawkins,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,Global Troy? Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2009/12/15
6563,46662,2011/12/29,Critical,8,57.22,0.07,Regular Air,-27.72,6.48,6.6,Aaron Hawkins,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,2011/12/31
6564,46662,2011/12/29,Critical,33,162,0.01,Regular Air,45.84,4.84,0.71,Aaron Hawkins,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2011/12/31
6565,46662,2011/12/29,Critical,48,3410.1575,0.1,Regular Air,1137.91,85.99,0.99,Aaron Hawkins,British Columbia,West,Home Office,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,2011/12/31
6782,48294,2010/5/26,High,43,4072.01,0.01,Regular Air,1675.98,90.24,0.99,Aaron Hawkins,British Columbia,West,Home Office,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece? HOMEOFFICE Power Control Center,Small Box,0.56,2010/5/26
6844,48772,2009/5/12,Medium,44,3202.25,0.09,Regular Air,991.26,78.69,19.99,Aaron Smayling,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ? Wall Clock,Small Box,0.43,2009/5/14
6845,48772,2009/5/12,Medium,11,81.25,0.01,Regular Air,-44.54,6.48,7.86,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,2009/5/13
6846,48772,2009/5/12,Medium,18,57.17,0.08,Regular Air,-24.03,3.28,2.31,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag,0.56,2009/5/13
6847,48772,2009/5/12,Medium,12,41.97,0.05,Regular Air,-37.03,3.28,4.2,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,2009/5/13
6848,48772,2009/5/12,Medium,10,35.64,0.05,Regular Air,-0.71,3.58,1.63,Aaron Smayling,Manitoba,Prarie,Small Business,Office Supplies,Rubber Bands,OIC Colored Binder Clips-- Assorted Sizes,Wrap Bag,0.36,2009/5/13
181,1189,2009/4/8,Critical,27,129.1,0,Regular Air,-59.82,4.42,4.99,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,2009/4/9
263,1825,2010/12/4,Medium,22,38.26,0.03,Regular Air,-2.34,1.76,0.7,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2010/12/6
554,3750,2011/4/29,Medium,12,76.16,0.04,Regular Air,-24.03,5.98,5.2,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1992,Small Box,0.36,2011/5/1
2925,21190,2009/5/28,Medium,28,1062.69,0.01,Regular Air,401.8,35.94,6.66,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Tyvek ? Top-Opening Peel & Seel ? Envelopes-- Gray,Small Box,0.4,2009/5/28
4781,33956,2012/1/19,Low,13,109.58,0,Regular Air,31.32,7.59,4,Aaron Smayling,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Master Giant Foot? Doorstop-- Safety Yellow,Wrap Bag,0.42,2012/1/21
5287,37638,2009/1/21,Low,33,139.98,0.07,Regular Air,-140.54,4.13,6.89,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters-- on Rolls-- White-- 250/Roll,Small Box,0.39,2009/1/23
8266,59104,2009/2/12,High,13,197.61,0.08,Express Air,3.46,14.27,7.27,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,GBC Laser Imprintable Binding System Covers-- Desert Sand,Small Box,0.38,2009/2/15
8267,59104,2009/2/12,High,22,68.92,0.04,Regular Air,2.63,2.98,1.58,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,0.39,2009/2/15
8268,59104,2009/2/12,High,38,3594.7435,0.05,Regular Air,1016.97,115.99,2.5,Aaron Smayling,Quebec,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 7797,Small Box,0.55,2009/2/14
7082,50533,2011/5/31,Not Specified,32,1974.66,0.06,Express Air,-929.68,64.65,35,Adam Bellavance,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2011/6/2
7083,50533,2011/5/31,Not Specified,3,73.44,0,Delivery Truck,-53.78,15.23,27.75,Adam Bellavance,Ontario,Ontario,Small Business,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,0.76,2011/6/1
7711,55269,2010/3/7,Medium,1,49.61,0,Regular Air,-41.82,30.98,17.08,Adam Bellavance,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,2010/3/8
1359,9895,2010/4/20,Low,9,54.79,0.05,Regular Air,-6.82,5.85,2.27,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Dixon My First Ticonderoga Pencil-- #2,Wrap Bag,0.56,2010/4/24
2459,17860,2011/4/6,Critical,16,139,0.05,Express Air,-96.33,7.77,9.23,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2011/4/8
2578,18596,2012/10/2,Low,42,4917.69,0.02,Delivery Truck,126.31,110.98,30,Adam Bellavance,Alberta,West,Small Business,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,2012/10/4
2579,18596,2012/10/2,Low,32,416.8,0.01,Regular Air,223.38,12.53,0.5,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Labels,Avery 485,Small Box,0.38,2012/10/4
3763,26887,2011/5/15,Critical,38,1637.78,0.08,Express Air,461.65,42.98,4.62,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,2011/5/16
3764,26887,2011/5/15,Critical,23,193.84,0.07,Express Air,-117.1,8.04,8.94,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes Twister Kit-- Gray/Clear-- 3/pkg,Small Box,0.4,2011/5/15
5890,41793,2009/5/15,High,48,1286.87,0.05,Regular Air,384.38,26.48,6.93,Adam Bellavance,Alberta,West,Small Business,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Small Box,0.49,2009/5/16
6062,42949,2009/5/21,Not Specified,40,202.11,0.08,Regular Air,-17.49,5,3.39,Adam Bellavance,Alberta,West,Small Business,Office Supplies,Rubber Bands,Advantus Plastic Paper Clips,Wrap Bag,0.37,2009/5/22
6063,42949,2009/5/21,Not Specified,49,630.99,0.07,Regular Air,-114.64,12.99,9.44,Adam Bellavance,Alberta,West,Small Business,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator,Medium Box,0.39,2009/5/23
350,2436,2011/9/10,Not Specified,14,330.21,0.07,Express Air,83.24,22.84,5.47,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1929,Small Box,0.39,2011/9/13
478,3328,2012/11/18,Low,12,1736.41,0.1,Delivery Truck,-762.44,146.05,80.2,Adam Hart,Yukon,Yukon,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,2012/11/25
1249,9091,2010/11/11,High,42,605.77,0.05,Regular Air,129.33,14.34,5,Adam Hart,Yukon,Yukon,Corporate,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,2010/11/12
1250,9091,2010/11/11,High,44,1480.91,0,Regular Air,489.14,30.98,8.74,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4,2010/11/12
2309,16642,2011/3/2,Not Specified,46,7640.225,0.07,Regular Air,2027.68,205.99,2.5,Adam Hart,Yukon,Yukon,Corporate,Technology,Telephones and Communication,V70,Small Box,0.59,2011/3/4
2625,19040,2011/12/19,High,10,211.97,0.06,Regular Air,-46.83,21.38,8.99,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2011/12/20
2631,19047,2009/1/28,High,1,67.49,0.06,Regular Air,-22.82,55.48,14.3,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,2009/1/29
2632,19047,2009/1/28,High,3,6.76,0.02,Regular Air,-4.28,1.68,1.57,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2009/1/30
3196,22914,2012/1/13,Critical,30,336.65,0.07,Regular Air,-71.05,11.7,6.96,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,2012/1/14
3251,23297,2012/7/2,Critical,20,498.68,0.06,Regular Air,79.52,25.98,5.37,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5,2012/7/4
3252,23297,2012/7/2,Critical,34,5208.78,0.05,Regular Air,1547.78,155.06,7.07,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,Dual Level-- Single-Width Filing Carts,Small Box,0.59,2012/7/4
3253,23301,2011/4/18,High,4,28.46,0.02,Regular Air,-27.13,5.98,3.85,Adam Hart,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Imation 3.5" IBM-Formatted Diskettes-- 10/Pack,Small Pack,0.68,2011/4/20
3254,23301,2011/4/18,High,3,23.44,0.05,Regular Air,-10.58,5.98,5.2,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.36,2011/4/20
3292,23555,2012/12/11,High,29,104.7,0.09,Regular Air,42.16,3.69,0.5,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,2012/12/12
3293,23555,2012/12/11,High,5,284.4525,0.06,Regular Air,-254.78,65.99,8.99,Adam Hart,Yukon,Yukon,Corporate,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,2012/12/12
4410,31461,2011/6/27,Medium,26,1463.42,0.08,Regular Air,350.82,59.98,3.99,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2011/6/29
4737,33702,2012/9/2,Not Specified,14,56.26,0,Express Air,28.11,2.89,0.5,Adam Hart,British Columbia,West,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,2012/9/3
5505,39041,2011/10/26,Critical,47,418.03,0,Express Air,-158.58,8.09,7.96,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,6" Cubicle Wall Clock-- Black,Small Box,0.49,2011/10/26
5506,39041,2011/10/26,Critical,23,336.86,0.06,Regular Air,36.32,14.2,5.3,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2011/10/28
5535,39232,2011/7/12,Low,11,391.9,0.1,Regular Air,-47.01,35.44,19.99,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1880,Small Box,0.38,2011/7/14
5536,39232,2011/7/12,Low,26,1451.59,0.06,Regular Air,435.11,55.48,14.3,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,2011/7/17
5967,42338,2009/11/2,Not Specified,14,63.91,0.04,Regular Air,-44.47,4.14,6.6,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2009/11/4
5968,42338,2009/11/2,Not Specified,32,1909.0065,0.01,Regular Air,344.13,65.99,8.99,Adam Hart,British Columbia,West,Corporate,Technology,Telephones and Communication,SC-3160,Small Box,0.59,2009/11/4
6074,43043,2012/4/14,Critical,4,904.12,0.07,Regular Air,28.81,225.04,11.79,Adam Hart,British Columbia,West,Corporate,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42,2012/4/16
6987,49925,2010/1/22,High,1,3.41,0.06,Regular Air,-1.78,2.88,0.7,Adam Hart,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,2010/1/23
7323,52196,2010/1/30,Not Specified,1,3.85,0.08,Regular Air,-1.36,3.08,0.99,Adam Hart,British Columbia,West,Corporate,Office Supplies,Labels,Avery 481,Small Box,0.37,2010/1/31
7324,52196,2010/1/30,Not Specified,10,547.0005,0.08,Regular Air,-97.2,65.99,3.9,Adam Hart,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,2010/2/1
877,6304,2011/8/11,High,30,199.11,0.01,Regular Air,-83.33,6.48,6.65,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36,2011/8/13
1355,9888,2009/9/12,Low,48,8374.132,0.06,Regular Air,2568.1,205.99,8.99,Adam Shillingsburg,Alberta,West,Corporate,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,2009/9/19
3213,23046,2010/10/6,Critical,33,292.75,0.08,Regular Air,93.33,8.95,2.01,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,Recycled Desk Saver Line "While You Were Out" Book-- 5 1/2" X 4",Wrap Bag,0.39,2010/10/8
4221,29988,2009/6/12,High,12,5177.4,0.06,Delivery Truck,287.5,449.99,49,Adam Shillingsburg,Alberta,West,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2009/6/14
5278,37542,2009/7/20,Medium,26,2546.5235,0.09,Express Air,210,125.99,7.69,Adam Shillingsburg,Alberta,West,Corporate,Technology,Telephones and Communication,StarTAC 3000,Small Box,0.59,2009/7/22
5509,39072,2009/2/22,High,50,1633.37,0.08,Regular Air,144.69,34.99,7.73,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston? Vacuum Mount KS Pencil Sharpener,Small Box,0.59,2009/2/23
5612,39750,2009/3/27,High,7,140.59,0.01,Regular Air,-35.88,17.98,8.51,Adam Shillingsburg,Alberta,West,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2009/3/28
5654,40006,2009/6/15,Not Specified,35,157.99,0.03,Regular Air,-105.55,4.24,5.41,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2009/6/17
5655,40006,2009/6/15,Not Specified,48,141.59,0.04,Regular Air,20.26,2.94,0.7,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.58,2009/6/16
6531,46469,2009/8/16,Critical,17,1210.72,0.05,Delivery Truck,-382.43,70.98,30,Adam Shillingsburg,Alberta,West,Corporate,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair,Jumbo Drum,0.78,2009/8/18
6532,46469,2009/8/16,Critical,18,93.26,0.05,Regular Air,-35.36,4.98,4.7,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2009/8/18
7327,52199,2011/1/26,Medium,19,92.24,0.05,Regular Air,-60.58,4.82,5.24,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39,2011/1/27
3026,21763,2012/5/28,Low,22,1239.4445,0.07,Regular Air,165.5,65.99,3.99,Adrian Barton,Alberta,West,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2012/6/2
7223,51553,2011/11/27,Not Specified,3,21366.51,0,Regular Air,-11984.4,6783.02,24.49,Adrian Barton,Alberta,West,Small Business,Technology,Office Machines,Polycom ViewStation? ISDN Videoconferencing Unit,Large Box,0.39,2011/11/28
7224,51553,2011/11/27,Not Specified,34,320.04,0.02,Express Air,32.47,9.27,4.39,Adrian Barton,Alberta,West,Small Business,Office Supplies,Paper,Wirebound Message Books-- Four 2 3/4" x 5" Forms per Page-- 600 Sets per Book,Wrap Bag,0.38,2011/11/29
7225,51553,2011/11/27,Not Specified,12,88.57,0.03,Regular Air,-28.25,6.68,6.15,Adrian Barton,Alberta,West,Small Business,Office Supplies,Paper,Xerox 1968,Small Box,0.37,2011/11/29
7226,51553,2011/11/27,Not Specified,13,73.97,0.1,Regular Air,-38.35,5.78,5.67,Adrian Barton,Alberta,West,Small Business,Office Supplies,Paper,Xerox 1978,Small Box,0.36,2011/11/30
911,6535,2012/6/12,Critical,11,312.36,0.07,Express Air,-19.33,28.15,8.99,Adrian Hane,Nunavut,Nunavut,Corporate,Office Supplies,Pens & Art Supplies,Boston Electric Pencil Sharpener-- Model 1818-- Charcoal Black,Small Pack,0.57,2012/6/15
2935,21285,2010/7/3,Medium,32,54.78,0.02,Regular Air,-30.54,1.68,1.57,Adrian Hane,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2010/7/4
2936,21285,2010/7/3,Medium,47,304.83,0.1,Regular Air,23.82,7.08,2.35,Adrian Hane,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accent? Highlighters,Wrap Bag,0.47,2010/7/5
673,4705,2012/3/21,Not Specified,16,123.85,0.09,Regular Air,-71.44,7.98,6.5,Adrian Hane,Alberta,West,Corporate,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.59,2012/3/23
4406,31399,2011/11/5,Not Specified,9,337.2035,0.09,Regular Air,-120.93,45.99,4.99,Adrian Shami,Alberta,West,Consumer,Technology,Telephones and Communication,KF 788,Small Box,0.56,2011/11/6
5753,40838,2012/11/26,Not Specified,40,323.96,0.07,Regular Air,-136.82,8.09,7.96,Adrian Shami,Alberta,West,Consumer,Furniture,Office Furnishings,6" Cubicle Wall Clock-- Black,Small Box,0.49,2012/11/29
5754,40838,2012/11/26,Not Specified,10,175.8565,0.03,Regular Air,-93.26,20.99,1.25,Adrian Shami,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory29,Small Pack,0.83,2012/11/27
7331,52230,2012/8/30,Critical,29,2700.78,0.06,Delivery Truck,-793.36,95.98,58.2,Adrian Shami,Alberta,West,Consumer,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,0.58,2012/9/1
7438,53026,2012/2/26,Low,35,322.82,0.05,Regular Air,-17.58,9.31,3.98,Adrian Shami,Alberta,West,Consumer,Office Supplies,Scissors-- Rulers and Trimmers,Acme? Forged Steel Scissors with Black Enamel Handles,Small Pack,0.56,2012/3/3
7933,56706,2009/11/10,High,7,754.92,0,Regular Air,-129.57,99.99,19.99,Adrian Shami,Alberta,West,Consumer,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,2009/11/11
5651,40001,2011/2/24,Medium,46,1736.53,0.1,Regular Air,457.03,39.48,3.99,Aimee Bixby,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Small Box,0.56,2011/2/26
7399,52711,2011/9/23,Not Specified,37,201.14,0.08,Regular Air,-51.25,5.81,3.37,Aimee Bixby,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Advantus Push Pins-- Aluminum Head,Wrap Bag,0.54,2011/9/23
7397,52711,2011/9/23,Not Specified,7,220.79,0,Regular Air,-91.51,30.97,4,Aimee Bixby,New Brunswick,Atlantic,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,2011/9/25
7398,52711,2011/9/23,Not Specified,41,755.19,0,Regular Air,81.44,17.67,8.99,Aimee Bixby,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,Executive Impressions 12" Wall Clock,Small Pack,0.47,2011/9/25
362,2532,2011/10/10,High,39,282.07,0.03,Regular Air,140.01,7.31,0.49,Alan Barnes,Nunavut,Nunavut,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,2011/10/11
363,2532,2011/10/10,High,24,426.037,0.01,Regular Air,-78.96,20.99,2.5,Alan Barnes,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2011/10/11
1337,9763,2011/8/13,Medium,44,176.26,0.07,Regular Air,75.13,4.13,0.5,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 506,Small Box,0.39,2011/8/16
2726,19655,2009/1/11,High,31,1143.45,0.06,Regular Air,304.42,39.24,1.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,2009/1/12
2727,19686,2010/8/15,Medium,2,42.31,0.06,Regular Air,-53.08,17.98,8.51,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2010/8/15
2728,19686,2010/8/15,Medium,11,152.67,0.04,Regular Air,12.76,12.95,4.98,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,2010/8/17
3138,22501,2010/5/18,High,2,30.83,0.04,Express Air,7.27,7.64,1.39,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,Small Box,0.36,2010/5/19
3300,23584,2012/3/12,Critical,14,2671.21,0.06,Delivery Truck,636.18,200.97,15.59,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,2012/3/14
4691,33444,2012/10/6,Medium,11,30.51,0.09,Regular Air,-17.68,2.6,2.4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2012/10/7
4692,33444,2012/10/6,Medium,8,127.8,0.07,Regular Air,-30.48,14.97,7.51,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Pizazz? Global Quick File?,Small Box,0.57,2012/10/8
5662,40067,2012/2/17,Low,38,2157.3085,0,Regular Air,519.25,65.99,5.31,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,3390,Small Box,0.57,2012/2/19
5802,41153,2009/3/2,Medium,29,862.2,0.1,Regular Air,-45.1,30.73,4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,2009/3/3
5944,42209,2010/3/29,High,5,324.55,0.08,Regular Air,-12.82,67.84,0.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58,2010/3/29
5945,42209,2010/3/29,High,31,8901.78,0.04,Regular Air,2795.36,276.2,24.49,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,,2010/4/1
551,3746,2009/9/10,Not Specified,14,1463.0965,0,Regular Air,162.67,115.99,2.5,Alan Dominguez,Alberta,West,Corporate,Technology,Telephones and Communication,6160,Small Box,0.57,2009/9/10
552,3746,2009/9/10,Not Specified,38,246.3,0.02,Regular Air,-67.49,5.98,5.79,Alan Dominguez,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1903,Small Box,0.36,2009/9/11
